,cntSender,cntRecipient
Lottyplace,3.0,9.0
Matthew Titus,3.0,9.0
Mvanrassel Rpmtec,3.0,9.0
Neil Mcgregor,3.0,9.0
Swerzbin,3.0,9.0
Tatiana Waxler,3.0,9.0
Calhoun Pt,3.0,8.0
Candace Womack,3.0,8.0
Jefferid Kochind,3.0,8.0
Lmarshall Isda,3.0,8.0
Mreese Cmsenergy,3.0,8.0
Paul Tate,3.0,8.0
Pena,3.0,8.0
Preston Roobaert,3.0,8.0
Tom Moore,3.0,8.0
Akwete Hines,3.0,7.0
Bieraugel John Paul Jones Navy Mil,3.0,7.0
Cecilia Hankamer,3.0,7.0
Charles Jacobs,3.0,7.0
Cheryl Lindeman,3.0,7.0
Chris Rahaim,3.0,7.0
Clukawski Hitt Gc,3.0,7.0
Curtis Hutcheson,3.0,7.0
David Ryan,3.0,7.0
Dennis Brown,3.0,7.0
Dhooker Caes,3.0,7.0
Dwalkup Pclient Ml,3.0,7.0
Enron Messaging,3.0,7.0
Hess George,3.0,7.0
Jross Susmangodfrey,3.0,7.0
Jschilke Ix Netcom,3.0,7.0
Mary Mckendree,3.0,7.0
Maryjo Johnson,3.0,7.0
Peter Crilly,3.0,7.0
Rachel Steffens,3.0,7.0
Scrimshaw,3.0,7.0
Shirley Hudler,3.0,7.0
Vanessa Carranza,3.0,7.0
Corey Hobbs,3.0,6.0
Dan Fournier,3.0,6.0
David Glessner,3.0,6.0
Eromero Hou Projectconsulting,3.0,6.0
John Paskin,3.0,6.0
Judgev,3.0,6.0
Kanellopoulos,3.0,6.0
Kenneth Chow,3.0,6.0
Kevin Miller,3.0,6.0
Loftus Fitzwater,3.0,6.0
Mukesh Bajaj Lecg,3.0,6.0
Ray Smith,3.0,6.0
Sandy Sheffield,3.0,6.0
Stephanie Taylor,3.0,6.0
Vance Carter,3.0,6.0
Weldon,3.0,6.0
Bastida,3.0,5.0
Bgozz,3.0,5.0
Brad Blesie,3.0,5.0
Catsag,3.0,5.0
David Onuscheck,3.0,5.0
Djunk Epc,3.0,5.0
George Lojko,3.0,5.0
Houston Main,3.0,5.0
Inez Dauterive,3.0,5.0
James Carr,3.0,5.0
James Whitehead,3.0,5.0
Jimmy Manguba,3.0,5.0
Kenneth Young,3.0,5.0
Laine Borgman,3.0,5.0
Lga Mother,3.0,5.0
Margy,3.0,5.0
Mfujita Mri Jp,3.0,5.0
Michael Mier,3.0,5.0
Michele Farrell,3.0,5.0
Paul Drexelius,3.0,5.0
Paul Maley,3.0,5.0
Richard Miller,3.0,5.0
Richard Robinson,3.0,5.0
Richardk Monm,3.0,5.0
Rkosecki Mieco,3.0,5.0
Robert Mcgrory,3.0,5.0
Samantha Davidson,3.0,5.0
Steven Burnham,3.0,5.0
Team Eunice,3.0,5.0
Team Spraberry,3.0,5.0
Terri Fiandt,3.0,5.0
Terri Miller,3.0,5.0
Vkholod Txu,3.0,5.0
Washington,3.0,5.0
Allison Millan,3.0,4.0
Andrew Gieser,3.0,4.0
Anshuman Srivastav,3.0,4.0
Bes Prod,3.0,4.0
Bethc Pandaenergy,3.0,4.0
Betty Alexander,3.0,4.0
Brad Romine,3.0,4.0
Brent Spiller,3.0,4.0
Chris Williams,3.0,4.0
Christopher Mitchell,3.0,4.0
Consumer Goods,3.0,4.0
Dbf Vitol,3.0,4.0
Ddotson Aglresources,3.0,4.0
Dianne Swiber,3.0,4.0
Dkolk Compenergy,3.0,4.0
Dsalter Hgp,3.0,4.0
Edward Welsh,3.0,4.0
Erin Hall,3.0,4.0
Everett Plante,3.0,4.0
Fangf Wharton Upenn,3.0,4.0
Fqian Andrew Cmu,3.0,4.0
Important List,3.0,4.0
Janet Edwards,3.0,4.0
Jayne South,3.0,4.0
Jbates Tristategt,3.0,4.0
Jclaffey Brwncald,3.0,4.0
Jeff Andrews,3.0,4.0
Karolina Moran,3.0,4.0
Ktruscitti,3.0,4.0
Lesleycm,3.0,4.0
Lynn Dunphy,3.0,4.0
Maria Garcia,3.0,4.0
Maria Houten,3.0,4.0
Mike Mcclain,3.0,4.0
Mnlevy Swidlaw,3.0,4.0
Molney,3.0,4.0
Neil Tarling,3.0,4.0
Neta Zitnik,3.0,4.0
Nmwolf,3.0,4.0
Olivier Herbelot,3.0,4.0
Risk Ny,3.0,4.0
Robert Guthrie,3.0,4.0
Sachin Gandhi,3.0,4.0
Sburac Epelectric,3.0,4.0
Seckas Cwt,3.0,4.0
Shak Ev,3.0,4.0
Sharon Travelpark,3.0,4.0
Sophiedavenport,3.0,4.0
Stephens,3.0,4.0
Steve Gim,3.0,4.0
Svanhooser,3.0,4.0
Term Hedges,3.0,4.0
Terrell Benke,3.0,4.0
University Of,3.0,4.0
Valerie Curtis,3.0,4.0
Vern Vallejo,3.0,4.0
William Celio,3.0,4.0
Yvette Parker,3.0,4.0
Aaldous Watarts Uwaterloo,3.0,3.0
Ameyer Wii,3.0,3.0
Amkilpat Southernco,3.0,3.0
Amy Degeyter,3.0,3.0
Andrew Enronxgate,3.0,3.0
Andrewswhitman,3.0,3.0
Beustis Romcapital,3.0,3.0
Bfraser Reliant,3.0,3.0
Blake Estes,3.0,3.0
Boals,3.0,3.0
Britishparts,3.0,3.0
Ccerria Hess,3.0,3.0
Cestopinal Mohleadams,3.0,3.0
Clabelle Bblnyrep,3.0,3.0
Cmr Executive,3.0,3.0
Craig Shields,3.0,3.0
Croach Bostonpacific,3.0,3.0
David Wise,3.0,3.0
Daw,3.0,3.0
Drewk Merchantenergy,3.0,3.0
Ed Apbenergy,3.0,3.0
Eireland Foleylaw,3.0,3.0
Erica Gut,3.0,3.0
Erik Simpson,3.0,3.0
Gljackson Tva,3.0,3.0
Gmack Utep,3.0,3.0
Gordonsick Mac,3.0,3.0
Grinotice Itiliti,3.0,3.0
Jacy Whyte,3.0,3.0
Jdahl Mrportland,3.0,3.0
Jdixon Calpine,3.0,3.0
Jeffrey Mcclellan,3.0,3.0
John Enronxgate,3.0,3.0
John Will,3.0,3.0
Joy Pardillo,3.0,3.0
Joyce Viltz,3.0,3.0
Jtucciarone Aeglobalmarkets,3.0,3.0
Julius Zajda,3.0,3.0
Kkranz Nyiso,3.0,3.0
Kparks,3.0,3.0
Larry Ciscon,3.0,3.0
Lawfeder Clawfeder Emsn,3.0,3.0
Lee Chance,3.0,3.0
Lubowski Visa,3.0,3.0
Mallik Avs,3.0,3.0
Mam Teamlead,3.0,3.0
Marilyn Rice,3.0,3.0
Mary Hubbard,3.0,3.0
Mcnair,3.0,3.0
Meringolo Peter,3.0,3.0
Mikie Rath,3.0,3.0
Muhl,3.0,3.0
Nan Whatley,3.0,3.0
Pablo Torres,3.0,3.0
Patricia Weatherspoon,3.0,3.0
Pdouglas Salus,3.0,3.0
Po Jack,3.0,3.0
Poxford Bracepatt,3.0,3.0
Pthomp Csc,3.0,3.0
Ptufano Hbs,3.0,3.0
Questions,3.0,3.0
Rick Simpson,3.0,3.0
S Thome,3.0,3.0
Scott Connelly,3.0,3.0
Scott Scottpaul,3.0,3.0
Sharee Payne,3.0,3.0
Sharon Lay,3.0,3.0
Stan Horton,3.0,3.0
Stephen Harper,3.0,3.0
T Paul,3.0,3.0
Tammie Huthmacher,3.0,3.0
Tandra Coleman,3.0,3.0
Tarnold Finance Lsu,3.0,3.0
Techsupport Notices,3.0,3.0
Teobaldo Camejo,3.0,3.0
Toyia Johnson,3.0,3.0
Twomarshalls,3.0,3.0
Vivek Kumar,3.0,3.0
Walt Williams,3.0,3.0
Ward Polzin,3.0,3.0
Abarnett Mapus,3.0,2.0
Ally Waika,3.0,2.0
Ana Castanon,3.0,2.0
Anthony Tran,3.0,2.0
Arlanz Mexis Armando Lanz,3.0,2.0
Arthur Ransome,3.0,2.0
Barbour,3.0,2.0
Benny Wu,3.0,2.0
Betty Studzinski,3.0,2.0
Brian Zatarain,3.0,2.0
Cheryl Oliver,3.0,2.0
Chris Mumm,3.0,2.0
Chris Wiebe,3.0,2.0
Christina Albers,3.0,2.0
Christy Sweeney,3.0,2.0
Chuck Spence,3.0,2.0
Chuck Wilkinson,3.0,2.0
Darrington Outama,3.0,2.0
Derek Edmiston,3.0,2.0
Drobin,3.0,2.0
Dschumeister Shearman,3.0,2.0
Edfruge Txccc,3.0,2.0
Eduardo Cancian,3.0,2.0
Elberg Gelin,3.0,2.0
Eliotlevin Cs,3.0,2.0
Etterk Valero,3.0,2.0
Fliprouse,3.0,2.0
Frank Prejean,3.0,2.0
Gary Mirich,3.0,2.0
Hendrix Alumni Eauburn,3.0,2.0
Jahartn Ppco,3.0,2.0
Jay Ferry,3.0,2.0
Jcoiley Wfw,3.0,2.0
Jeannine Peaker,3.0,2.0
Jeff Huff,3.0,2.0
Jeffrey Sprecher,3.0,2.0
Jimbrulte,3.0,2.0
Jimdelani,3.0,2.0
Jimmy Mogal,3.0,2.0
John March,3.0,2.0
Jpm,3.0,2.0
Julie Haviland,3.0,2.0
Keith Mcnally,3.0,2.0
Kennell,3.0,2.0
Kevin Hopper,3.0,2.0
Kimberly Parrish,3.0,2.0
Klaus Obel,3.0,2.0
Ksluder Optimark,3.0,2.0
Laura Johnson,3.0,2.0
Lfrazier Eeshou Thebentleycompany,3.0,2.0
Lorchard Commrisk Bm,3.0,2.0
Marc Pederson,3.0,2.0
Marc Poulson,3.0,2.0
Mark Wadlington,3.0,2.0
Marussel Srpnet,3.0,2.0
Mayer,3.0,2.0
Mcominsky,3.0,2.0
Mcortez Govadv,3.0,2.0
Michael Cilento,3.0,2.0
Michael Kustra,3.0,2.0
Michele Word,3.0,2.0
Mireya Olsen,3.0,2.0
Murli Nagwani,3.0,2.0
Mwomack Tristargas,3.0,2.0
Nilay Basu,3.0,2.0
Patricia Cruse,3.0,2.0
Patti Ucci,3.0,2.0
Pfrayne,3.0,2.0
Phil Boggs,3.0,2.0
Piazze,3.0,2.0
Prubertone Keyspanenergy,3.0,2.0
Pzcummins,3.0,2.0
R Allen Bryson Usa Conoco,3.0,2.0
Randy Katz,3.0,2.0
Remi Otegbola,3.0,2.0
Robert Johansen,3.0,2.0
Rs Stern Nyu,3.0,2.0
Russell Long,3.0,2.0
Rzipter,3.0,2.0
Salleyoo@Dwt.Com,3.0,2.0
Sberman Hewm,3.0,2.0
Sean O'Brien,3.0,2.0
Smhoesly,3.0,2.0
Smi Marval Ar,3.0,2.0
Sraymond Susmangodfrey,3.0,2.0
Stella Ely,3.0,2.0
Steve Beck,3.0,2.0
Steve Kalmus,3.0,2.0
Susan Lewis,3.0,2.0
Tamarajae Black,3.0,2.0
Tgarza Onr,3.0,2.0
Tracy Carter,3.0,2.0
Trey Hillcast,3.0,2.0
Tsarhatt Adaptivebroadband,3.0,2.0
Uironworks,3.0,2.0
Veronica Parra,3.0,2.0
Vicsandra Trujillo,3.0,2.0
Virginia Long,3.0,2.0
Wentapb Sprintmail,3.0,2.0
Wiegert Internetni,3.0,2.0
Zkhokher Utexas,3.0,2.0
Accountit Autorelister,3.0,1.0
Acomnes Prodigy,3.0,1.0
Adam Kulick,3.0,1.0
Adesell Nyiso,3.0,1.0
Advapl Vsnl,3.0,1.0
Akeiser Rocketmail,3.0,1.0
Amanda Day,3.0,1.0
Andrew Schwed,3.0,1.0
Ann Carethers,3.0,1.0
Aram Sogomonian,3.0,1.0
Arlanz Mexis Comarlanz Armando Lanz,3.0,1.0
Arnold Stifel,3.0,1.0
Awenda Cs,3.0,1.0
Aysu,3.0,1.0
Bart Jones Transalta,3.0,1.0
Becky Quintana,3.0,1.0
Bernardo Andrews,3.0,1.0
Bill Heidecker,3.0,1.0
Bob Thurber,3.0,1.0
Bonnie Drinkwater Cbdrinkwater Mcdonaldcarano,3.0,1.0
Brandon Oliveira,3.0,1.0
Brian Steinbrueck,3.0,1.0
Bulkpc Bulkpc,3.0,1.0
Calxa,3.0,1.0
Camilla Bydal,3.0,1.0
Celeste Daigle,3.0,1.0
Choirmats,3.0,1.0
Christopher Cashman,3.0,1.0
Christopher Knudsen,3.0,1.0
Cindy Hudler,3.0,1.0
Corporate Security,3.0,1.0
Csanchez Pdq,3.0,1.0
Csilva Uamericas Ec,3.0,1.0
Custservice Flowers,3.0,1.0
Daniel Verastegui,3.0,1.0
Danielle Jaussaud,3.0,1.0
Darrell Stovall,3.0,1.0
David Paris Instinet,3.0,1.0
Ddiamond,3.0,1.0
Deepak Murthy,3.0,1.0
Delaney Bus Msu,3.0,1.0
Dnocera Tristategt,3.0,1.0
Earlene Ackley,3.0,1.0
Eclardy Swbell,3.0,1.0
Eric Gan,3.0,1.0
Eugene O'Gorman,3.0,1.0
Fgobbo Luiss It,3.0,1.0
Fortney,3.0,1.0
Frank Frankini Equityoffice,3.0,1.0
Garrett,3.0,1.0
Garrett Jobmenu,3.0,1.0
Gary Schoonyan,3.0,1.0
Gouinmd Nu,3.0,1.0
Grace Tang,3.0,1.0
Greg Riddick Kindermorgan,3.0,1.0
Gw Admin,3.0,1.0
Helaine Fine,3.0,1.0
Herbert Goodwin,3.0,1.0
Hes Vnf,3.0,1.0
Hr Connection,3.0,1.0
Hschiff Carrfut,3.0,1.0
Hthomas Gspcorp,3.0,1.0
Hthurlow,3.0,1.0
Ignacio Taveras,3.0,1.0
India Torres,3.0,1.0
Jack Howard,3.0,1.0
Jas Somrah,3.0,1.0
Jbluestein Eea,3.0,1.0
Jebong Lee,3.0,1.0
Jeff Poche,3.0,1.0
Jeffreyskilling,3.0,1.0
Jhester Satx,3.0,1.0
Jim Newgard,3.0,1.0
Jjmagovern,3.0,1.0
Joe Hall,3.0,1.0
John Cambira,3.0,1.0
Johnson Marc,3.0,1.0
Jordan Cmua,3.0,1.0
Jozef Lieskovsky,3.0,1.0
Kdean Juno,3.0,1.0
Kdrager Idacorpenergy,3.0,1.0
Kdrouet Molecularelectronics,3.0,1.0
Kelly Holman,3.0,1.0
Kelly Truequote,3.0,1.0
Kerry Ferrari,3.0,1.0
Kfku Dynegy,3.0,1.0
Kim Emayers Esprint,3.0,1.0
Kingwoodcove Golf,3.0,1.0
Kirk Stevens,3.0,1.0
Kitty Colgin,3.0,1.0
L Koob,3.0,1.0
Leo Linbeck,3.0,1.0
Levans Blackhillscorp,3.0,1.0
Lgeorge Ccj Law,3.0,1.0
Linda Stewart,3.0,1.0
Littlechild Tanworth Mercianet Uk,3.0,1.0
Liz Fricke,3.0,1.0
Lmwilson Mcn,3.0,1.0
Lora Aria,3.0,1.0
Lori Poffenroth,3.0,1.0
Lpeters Pacifier,3.0,1.0
Lys Klaw,3.0,1.0
Majors Caldwell,3.0,1.0
Malcolm Wells,3.0,1.0
Marc Bir,3.0,1.0
Marketing Welcome Ebay,3.0,1.0
Mary Sue,3.0,1.0
Matt Wharton Upenn,3.0,1.0
Matthew Frank,3.0,1.0
Maureen Sampson,3.0,1.0
Mauro Gillette,3.0,1.0
Maximilian Sell,3.0,1.0
Mccullou,3.0,1.0
Michael White,3.0,1.0
Monique Shankle,3.0,1.0
Mperkins Ix Netcom,3.0,1.0
Nancy Morales,3.0,1.0
Nasim H Khan,3.0,1.0
New Traveler,3.0,1.0
Ob Globaladvisors Uk,3.0,1.0
Onservice Telus,3.0,1.0
Pam Wilson,3.0,1.0
Pat Anderson,3.0,1.0
Pattison,3.0,1.0
Paul Bachman,3.0,1.0
Paul Margraves,3.0,1.0
Paula Parrish,3.0,1.0
Paulpdx,3.0,1.0
Pbrodie Nectech,3.0,1.0
Perry Parthasarathy,3.0,1.0
Philip Rhind,3.0,1.0
Ray Niles,3.0,1.0
Rick Willson,3.0,1.0
Rkbooth Attglobal,3.0,1.0
Robert Proffitt Kindermorgan,3.0,1.0
Robert Rudy,3.0,1.0
Rupam Pateder,3.0,1.0
Sal Dominguez,3.0,1.0
Sarahm Flex,3.0,1.0
Sharon Cuilla,3.0,1.0
Shirley Cox,3.0,1.0
Simon Cheshire,3.0,1.0
Stephanie Wellman,3.0,1.0
Stephen Jacobson,3.0,1.0
Stu Staley,3.0,1.0
Stuart Salt,3.0,1.0
Sunie Ferrington,3.0,1.0
Survey Systems,3.0,1.0
Tanya Valderrama,3.0,1.0
Teampampapipeline,3.0,1.0
Toriarules,3.0,1.0
Tsoto Epec Epelectric,3.0,1.0
Vicki Risk Uk,3.0,1.0
Vpokhleb Ideaus,3.0,1.0
Wayne Sartore,3.0,1.0
Webtrading Schwab,3.0,1.0
Weiss Ncn,3.0,1.0
Whitselk Wharton Upenn,3.0,1.0
William_F_Henze@Jonesday.Com,3.0,1.0
Wnissen Sidley,3.0,1.0
Wonmi Cook Inlet,3.0,1.0
Yan Jin,3.0,1.0
Yasuyoshi Goto,3.0,1.0
Accountmanager Shockwave,3.0,0.0
Accounts Ezboard,3.0,0.0
Acedirect Aircanada,3.0,0.0
Achrisco Prosrm,3.0,0.0
Acrump Dc,3.0,0.0
Activeleads Eudoramail,3.0,0.0
Acton Jan Cjacton Crai,3.0,0.0
Ada Takahashi Cada Kochgallery,3.0,0.0
Administrator Midwestdirectories,3.0,0.0
Adnan And Maylynn Khan Cthe Fkhans,3.0,0.0
Adnan Khan Cakhan Khanventures,3.0,0.0
Advadv Ruraltel,3.0,0.0
Agent Manager,3.0,0.0
Alan Chapman,3.0,0.0
Alan Enventure,3.0,0.0
Alerts Finance,3.0,0.0
Alexandra Villarreal Cavillarreal Err,3.0,0.0
Allison Martin Calliemartin,3.0,0.0
Alok Garg,3.0,0.0
Alonesgroupinc,3.0,0.0
Ameerabuhalimeh Bankunited,3.0,0.0
Amirault Paul Cpaulamirault Aec Eca,3.0,0.0
Amywilson Btamail Ecn,3.0,0.0
Andrea Shane Candishane Pol,3.0,0.0
Andrew Douglass Candrewd Tex Trude,3.0,0.0
Andrew Slocum Candrews Calpine,3.0,0.0
Andria Stevens,3.0,0.0
Anita Martin,3.0,0.0
Ann Mora,3.0,0.0
Anne Marie Wheeler Cawheeler Onetel Euk,3.0,0.0
Announce List Clearchannel,3.0,0.0
Announcements Cc Cannounce List Clearchannel,3.0,0.0
Announcements Datek,3.0,0.0
Announcements Welcome Ebay,3.0,0.0
Anthony Ebrown Ubsw,3.0,0.0
Aopa Epilot,3.0,0.0
Articles Ms Elga Enytimes,3.0,0.0
Artistdirect Cartistinsider Eartistdirect,3.0,0.0
Asako Takesaki,3.0,0.0
Asme Cei List,3.0,0.0
Asouth,3.0,0.0
Assemblyman Keith Richman Csabina,3.0,0.0
Assignee Support Pwcglobal Judy L Wood,3.0,0.0
Atafallo Csc,3.0,0.0
Autumn Cartier Eott,3.0,0.0
Bagray Calpx,3.0,0.0
Baker James Cjames Ebaker Ubsw,3.0,0.0
Balladeer Att,3.0,0.0
Barbara Fmorgen Aigi,3.0,0.0
Barbaranielsen Dwt,3.0,0.0
Bburrell Tmh Tmc,3.0,0.0
Ben Thomason,3.0,0.0
Benjamin Schoene,3.0,0.0
Benledene Aec,3.0,0.0
Benson Goebel Cbenson Juno,3.0,0.0
Beth Ehurst Abnamro,3.0,0.0
Beth Grizzle Cbgrizzle Capricornholdings,3.0,0.0
Bfm Cenronsato,3.0,0.0
Bfpjv Zone,3.0,0.0
Bidconfirm Ebay,3.0,0.0
Bilal Bajwa Cbilal Fbajwa,3.0,0.0
Bill Cgamma Concentric,3.0,0.0
Bill Hatch Hou Ees,3.0,0.0
Bill Hawkins,3.0,0.0
Bill Perry,3.0,0.0
Bill Smit,3.0,0.0
Billglushko,3.0,0.0
Bizop Btamail Ecn,3.0,0.0
Blue From,3.0,0.0
Bmmiller Uswest,3.0,0.0
Bob Burgess Cbburgess Wm,3.0,0.0
Bob Johnson,3.0,0.0
Bob Stephen Cbstephen Academicplanet,3.0,0.0
Bonnie Stoll,3.0,0.0
Brad Gossett,3.0,0.0
Bryan Denney Cbdenney Hyperformix,3.0,0.0
Bryan Robins,3.0,0.0
Buzzboys Mindspring,3.0,0.0
Byronellis Usa Netimceanotes Byron W Ellis Cfp Clu Chfc Cbyronellis,3.0,0.0
Calretailers,3.0,0.0
Calvin Klein Newest Cologne Cspecialoffers Iexpect,3.0,0.0
Candace Eschauer Ubsw,3.0,0.0
Carlos Giron Ccgiron Mindspring,3.0,0.0
Carol Snapka,3.0,0.0
Carollorac,3.0,0.0
Carter Gloria J Tms Ditt Cgjcarter Bpa Egov,3.0,0.0
Casey Loveland,3.0,0.0
Casey Ragsdale,3.0,0.0
Cashel Ccashel Whc,3.0,0.0
Catch Of Day Redherring,3.0,0.0
Cbs Sportsline Ccbssportsline Fthesportingnews Mm,3.0,0.0
Cbssportsline Thesportingnews Mm,3.0,0.0
Cburnett Kroger,3.0,0.0
Ccbi Fmail Igate Ecbinet,3.0,0.0
Cclowes Risk Uk,3.0,0.0
Cdecember Ewinebid,3.0,0.0
Chad Muir Cchadhmuir,3.0,0.0
Charles Okechukwu,3.0,0.0
Charles Williams Ccharleswilliams Chaswil,3.0,0.0
Charlotte Shaw Ccshaw Siebel,3.0,0.0
Cheryl Feik Ryan Ccfr Vnf,3.0,0.0
Cheryl Thompson Draper Ccheryltd Tbardranch,3.0,0.0
Chris Boyd Ccboyd Localok,3.0,0.0
Chris Edmonds Cchris Eedmonds Truequote,3.0,0.0
Chris Lowe Cclowe Intcx,3.0,0.0
Chris Thrall,3.0,0.0
Christina Raymond Ccrileyraymond,3.0,0.0
Christine Elee Ubsw,3.0,0.0
Christopher G Syzdek Ccgsyzdek,3.0,0.0
Christopher Paul Ccpaul,3.0,0.0
Cibuyit Epayables,3.0,0.0
Cindy White Ccwhite Viviance,3.0,0.0
Citibank,3.0,0.0
Claire Farley Cc Efarley Trade Ranger,3.0,0.0
Clarksr Bellsouth,3.0,0.0
Click At,3.0,0.0
Clickathome And,3.0,0.0
Clifford Nash,3.0,0.0
Cmcdonal Mtpower,3.0,0.0
Cmefbkk,3.0,0.0
Cmrupe Cima,3.0,0.0
Coach Ccoach Em,3.0,0.0
Coathup,3.0,0.0
Coldwatercreek Thecreek,3.0,0.0
Connie Ebrown Nepco,3.0,0.0
Conrad Neal Ccneal Pppglobal,3.0,0.0
Cphilip Egreedy Epwcglobal,3.0,0.0
Craig Edean Ey,3.0,0.0
Craig Roach Ccroach Bostonpacific,3.0,0.0
Craig Schneider,3.0,0.0
Crossfire Cmailings Cnn,3.0,0.0
Crystal Schwartz Ccschwartz Fvitoltvl,3.0,0.0
Cscusack,3.0,0.0
Csleuth Infonautics,3.0,0.0
Csusan Ec Ebarrows Epwcglobal,3.0,0.0
Cuilla Martin Cmartin Ecuilla,3.0,0.0
Cupid Cspecial Flowgo,3.0,0.0
Curtq,3.0,0.0
Customercare Ccustomercare Customercenter,3.0,0.0
Custserv Gap,3.0,0.0
D Eric,3.0,0.0
Daemon Pgn,3.0,0.0
Damon Davenport Cddavenport Multifuels,3.0,0.0
Dan Arellano,3.0,0.0
Dan Pigeon Transalta,3.0,0.0
Dana Bryant,3.0,0.0
Daniel Yergin Cdanielyergin Cera,3.0,0.0
Danielle Stephens,3.0,0.0
Datek Cinsite Em,3.0,0.0
David Butters,3.0,0.0
David Glassford,3.0,0.0
David Stratton,3.0,0.0
Davidpsmith Att,3.0,0.0
Dbenninger Reliant,3.0,0.0
Dcballou,3.0,0.0
Dcramer As Coa,3.0,0.0
Deanrogers Energyclasses Kase And Company,3.0,0.0
Deb Klaw,3.0,0.0
Deborah Powers Cdpowers Ogwb,3.0,0.0
Dee Espinoza Cdee Eespinoza Travelpark,3.0,0.0
Denise Quigley Cquigley Cse Eucla,3.0,0.0
Denv Hob,3.0,0.0
Desrae Nicholson,3.0,0.0
Dewayne Grimes Cdgrimes Ibshouston,3.0,0.0
Dgleeson Dynastymotorcar,3.0,0.0
Diane Eckels,3.0,0.0
Dick Rozic Crrozic Swbell,3.0,0.0
Digamma Rcn,3.0,0.0
Distributed Application,3.0,0.0
Distribution Caem,3.0,0.0
Dmorris Bracepatt,3.0,0.0
Dolph Selten,3.0,0.0
Donn Fullenweider Cdcf,3.0,0.0
Dooley Sylvia V Cdooleys Coned,3.0,0.0
Doug Moore,3.0,0.0
Doyle Rff,3.0,0.0
Drlittle,3.0,0.0
Duane Konen,3.0,0.0
Dvd Cdvd Columbiahouse,3.0,0.0
Ecreighton Ggfp,3.0,0.0
Efcu,3.0,0.0
Ellen Eschubert Ubsw,3.0,0.0
Emailoffersondemand Cmemberservices,3.0,0.0
Emma Vine,3.0,0.0
Encarta Cencarta Msnnewsletters Ecustomer,3.0,0.0
Endofitem Ebay,3.0,0.0
Enerfaxtext Enerfax,3.0,0.0
Energyreleases Excite,3.0,0.0
Enernetenergy Excite,3.0,0.0
Enrique Gimenez,3.0,0.0
Enroncanadageneralannouncement,3.0,0.0
Enronsato,3.0,0.0
Equity International Cevents Equityinternational Etv,3.0,0.0
Erequest Cerequest,3.0,0.0
Eric Bronner Cebronner Tecoenergy,3.0,0.0
Erisk Erisks,3.0,0.0
Etrade Esurvey Mm,3.0,0.0
Eubusinessweek Eubusiness,3.0,0.0
Euromoney,3.0,0.0
Expedia Cexpedia Ecustomer,3.0,0.0
Ffgs Fgsdf Cupset Fand Fjobless,3.0,0.0
Ffitness Uswest,3.0,0.0
Foster Gary Cgfoster Antigenics,3.0,0.0
Frank Ricciuti Cfricciuti Dceg,3.0,0.0
Franksen Robert Crfranksen Usg,3.0,0.0
Fred W Giffels Cfgiffels Hgp,3.0,0.0
Free Cell Phone Cspecialoffers Iexpect,3.0,0.0
Fservice Footlocker,3.0,0.0
Fund,3.0,0.0
Fvictoria Isigrp,3.0,0.0
Fwolgel Azurix,3.0,0.0
Gad Caspy Cgcaspy Mba Ehbs,3.0,0.0
Gambrell Rice,3.0,0.0
Garry Henderson Cgarry Ehenderson Communications,3.0,0.0
Gary Linhart,3.0,0.0
Gary Ross Cgross Quadraenergy,3.0,0.0
Gasnews Eenergycentral,3.0,0.0
Gastrader Cs,3.0,0.0
Geanewsletter Appl Ge,3.0,0.0
Gene Morris,3.0,0.0
Gene Simpson Cgene Esimpson Ipgdirect,3.0,0.0
General Announcements,3.0,0.0
George James,3.0,0.0
George Mike Calgary Cmigeorge Deloitte Eca,3.0,0.0
Gerspamer Mofo,3.0,0.0
Gfidas Cgfidas Gwu,3.0,0.0
Ggusa Globalgreen,3.0,0.0
Gift Announcement Cgifts Eiwon,3.0,0.0
Gift Ideas Harryanddavid,3.0,0.0
Gill David Cdag Dgdk,3.0,0.0
Gillaspie Matthew Cmgillaspie Pjc,3.0,0.0
Gina Peters,3.0,0.0
Global Technology,3.0,0.0
Goldenty,3.0,0.0
Graham Keith Cgrahamk Usfilter,3.0,0.0
Gray Reid Creid Egray Csfb,3.0,0.0
Grensheltr,3.0,0.0
Griffin Iii Dale Cdale Fgriffin Aimfunds,3.0,0.0
Groves Ned,3.0,0.0
Gtbl Dynegy,3.0,0.0
Gtcook Academicplanet,3.0,0.0
Gwen Soong Cigsinc Ix Enetcom,3.0,0.0
Gwendolyn Chavis,3.0,0.0
Gzivic Elementre,3.0,0.0
Hanhsmith,3.0,0.0
Hare Rick Crick Ehare Williams,3.0,0.0
Hdmd Downtowndistrict Orgimceanotes Downtown Management District Chdmd Eorg,3.0,0.0
Heather J Mitchell At Enron_Development@Ccmail,3.0,0.0
Heddamcallister,3.0,0.0
Highschoolalumni,3.0,0.0
Hkd,3.0,0.0
Hkh Michaelrosenfeldart,3.0,0.0
Hlarson Dlcppi,3.0,0.0
Hmason Hesinet,3.0,0.0
Holly Korman Cholly Layfam,3.0,0.0
Hot Or Not Cnoreply Hotornot,3.0,0.0
Houstonbroadwayseries Clearchannel,3.0,0.0
Howard Patrick,3.0,0.0
Howard Shapiro Ches Vnf,3.0,0.0
Hsmith Attglobal,3.0,0.0
Htmlnews Eautoweb,3.0,0.0
Huffj Diamtech,3.0,0.0
Hunter Jessica Shively Chunter Err,3.0,0.0
